流水號,大類別,From,網址,created_time,post_type,postID,post_message,status_type,link,轉貼標題(name),留言數,按讚數,分享數,update_time,
25,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_912967052157997,7:50:01 PM,link,111103359011041_912967052157997,【職場必備】假日粉絲們出門逛街了嗎？血拼也要買對東西，這幾種服飾你一定要有，穿去上班更有自信！✨✨✨✨✨（by #學海無編）#精選影片,shared_story,https://www.hopenglish.com/casual-office-outfits,「在辦公室也要有個人風格！5種超好看穿搭」- Casual Office Outfits,0,70,13,3/26/2016 19:50,
28,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_913871202067582,9:20:01 AM,photo,111103359011041_913871202067582,各位學英文的朋友早安：)「順路造訪」- Stop By↓https://www.hopenglish.com/stop-by-4類似的片語還有 come by 和 swing by 喔！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/913871202067582/?type=3,Timeline Photos,1,67,11,3/28/2016 15:31,
94,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_901980973256605,7:58:00 PM,link,111103359011041_901980973256605,【動手DIY】覺得一整面牆空著很單調嗎？只要四個步驟和一些簡單的工具，就可以用獨一無二的照片裝飾出完美的回憶牆囉！（by #學海無編）#自己動手做比較有成就感 #假日就是要DIY不然要幹嘛 #精選影片,shared_story,https://www.hopenglish.com/how-to-create-a-memory-wall-pottery-barn,「回憶牆 DIY，讓家更溫馨！」- How to Create a Memory Wall | Pottery Barn,1,67,13,3/12/2016 23:44,
15,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_917034048417964,7:58:00 PM,link,111103359011041_917034048417964,【約會英文】當宅宅遇上火辣正妹？怕做了很多蠢事嗎？ 😌😌  第一次約會你可以用的英文全都在這部影片中，快來學學！( by #安小編 )#第一次約會就上手 #約會白目行為 #精選影片,shared_story,https://www.hopenglish.com/funny-love-story,「腦筋急轉彎成人版？《約會行不行》」- Funny Love Story,0,66,17,3/28/2016 19:58,
124,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_898414440279925,9:20:00 AM,photo,111103359011041_898414440279925,各位學英文的朋友早安：)「不知道」- Have No Idea↓https://www.hopenglish.com/have-no-idea-5關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/898414440279925/?type=3,Timeline Photos,1,66,5,3/7/2016 9:05,
136,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_897876620333707,7:58:00 PM,link,111103359011041_897876620333707,【實用生活知識】看完影片之後，小編下定決心以後吃飯的時候一定要隨身攜帶蒼、蠅、拍！😖😖😖（by #學海無編） #只停3秒可以吃嗎 #不乾不淨吃了沒病 #精選影片,shared_story,https://www.hopenglish.com/the-gross-truth-about-flies-in-your-food,「關於蒼蠅，你不可不知的真相」- The Gross Truth about Flies in Your Food,0,66,15,3/3/2016 19:58,
139,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_897174887070547,10:50:00 PM,link,111103359011041_897174887070547,【希平方英文學堂】前幾天勇士隊 Stephen Curry 與雷霆一戰，最後一顆大號絕殺三分球真的超精彩的！但你知道咖哩哥是打哪個位置的嗎？一號位？二號位？還是PG？又還是SG？(...by #法力無編)#咖哩哥的籃框跟海一樣大 #怎麼投怎麼進 #專欄教學★設定搶先看，讓英文持續攻其不背★快一起來看看解答吧↓↓↓,shared_story,https://www.hopenglish.com/kobe-announces-retirement-in-poem-on-players-tribune-2-2,籃球代號大補帖，想看懂現場轉播一定要學會！,0,63,25,3/2/2016 23:45,
6,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_918734661581236,10:50:00 PM,link,111103359011041_918734661581236,"【希平方英文殿堂】考考各位粉絲，除了 ""I don't agree with you"" 以外，還能怎麼表達你的不認同呢？ (...by #法力無編)#生動的口語表達 #讓你的英文更道地 #專欄教學★設定搶先看，讓英文持續攻其不背★快一起來看看吧↓↓↓",shared_story,https://www.hopenglish.com/how-to-know-the-fonts-to-never-use-2,不認同，很糟糕？你可以這麼表達！,1,62,10,4/1/2016 9:38,
96,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_903236783131024,12:20:00 PM,photo,111103359011041_903236783131024,大量使用片語才是老外真正的說話方式↓「考慮、斟酌」- Take Into Account↓https://www.hopenglish.com/take-into-account-3關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/903236783131024/?type=3,Timeline Photos,1,61,4,3/15/2016 14:03,
104,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_901975579923811,7:58:00 PM,link,111103359011041_901975579923811,【最新時事】這幾天爆出知名網球選手莎拉波娃被測出服用禁藥，這件事粉絲們有follow到嗎？小編知道後好震驚啊！😳😳😳大家快來聽聽熱騰騰的莎娃本人現身說法！（by #學海無編）#所以說收信很重要 #真相永遠只有一個 #精選影片,shared_story,https://www.hopenglish.com/maria-sharapova-fails-drug-test,「禁藥風波將引退？莎拉波娃這樣回應」- Maria Sharapova Fails Drug Test,0,60,19,3/10/2016 19:58,
123,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_898414576946578,12:20:00 PM,photo,111103359011041_898414576946578,大量使用片語才是老外真正的說話方式↓「處理」- Take Care Of↓https://www.hopenglish.com/take-care-of-4關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/898414576946578/?type=3,Timeline Photos,2,60,3,3/7/2016 9:05,
56,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_906045652850137,10:50:00 PM,link,111103359011041_906045652850137,"【希平方趣味測驗】看趣味影片也可以學英文！#蓋小編 今天要來問問各位，你知道我們常說的「盲點」，英文要怎麼說嗎？別跟我說是 ""can't see""呀！∑(ﾟДﾟ)#測驗好好玩 #眼睛也會騙了你 #還能學英文 #專欄教學★設定搶先看，讓英文持續攻其不背★快一起來做做測驗吧↓↓↓",shared_story,https://www.hopenglish.com/eye-tests-that-look-like-magic-2,你夠認識你的雙眼嗎？四個神奇的眼睛小測驗,0,59,5,3/20/2016 22:50,
1,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_920083484779687,10:50:01 PM,link,111103359011041_920083484779687,【生活英文】今天你聽音樂了嗎🎧🎧🎧 那小編來考考大家，以下開放搶答✊✊✊I love listening to _______________ music at night.（我愛在晚上聽古典樂）1. country  2. pop 3. electronic 4. classical   (by #學海無編),shared_story,https://www.hopenglish.com/bake-it-off-2,音樂不只 Music，今天你要聽哪一種？,0,58,16,3/31/2016 22:50,
11,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_918068914981144,7:58:00 PM,link,111103359011041_918068914981144,死刑廢不廢？不僅台灣傷腦筋，全世界都在思考這難題。(by #希小編) #你看到蟑螂不殺先談環境整潔嗎 #精選影片,shared_story,https://www.hopenglish.com/what-if-the-death-penalty-disappeared-in-the-u-s,「看美國，思索死刑廢存議題」- What If the Death Penalty Disappeared in the U.S.?,1,56,16,3/29/2016 21:25,
26,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_910790122375690,4:30:00 PM,link,111103359011041_910790122375690,📣【學員心得分享】📣從小到大英文從來沒有及格過，對英文完全沒有自信，不敢開口說話，對背單字非常反感，導致找工作不順利。小時候就開始上英文補習班，但是學習過程都非常不愉快，導致有學習英文的障礙。出社會後想要增強聽及會話，也想要找效果好CP值高的學習方式，於是上網查詢網友都推薦希平方的課程，深入了解希平方的學習方式後，覺得最為方便及專業，除了在電腦上使用外，還推出手機APP，自從有手機APP後，每天利用通勤時間學習，讓我在外面也能利用空閒的時間學習英文。#喜歡就按讚👍 #認同請分享💪►持續攻其不背，讓你英文不再弱弱(low low)的！ ✨ ✨ ✨,shared_story,http://fffffoooooolll.pixnet.net/blog/post/44830143,希平方攻其不背課程 @ fffffoooooolll的部落格 :: 痞客邦 PIXNET ::,0,56,3,3/26/2016 16:30,
137,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_897742790347090,12:20:01 PM,photo,111103359011041_897742790347090,跟著希平方看例句學片語📝「視...為理所當然」- Take...For Granted↓https://www.hopenglish.com/take-for-granted現在你不只了解意思還會運用囉～,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/897742790347090/?type=3,Timeline Photos,2,56,4,3/4/2016 17:58,
138,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_897684600352909,9:20:00 AM,photo,111103359011041_897684600352909,各位學英文的朋友早安：)「(數量、比例上)占」- Account For↓https://www.hopenglish.com/account-for-2關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/897684600352909/?type=3,Timeline Photos,1,56,4,3/4/2016 11:58,
31,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_913719185416117,12:20:00 PM,photo,111103359011041_913719185416117,大量使用片語才是老外真正的說話方式↓「打盹、入睡」- Doze Off↓https://www.hopenglish.com/doze-off關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/913719185416117/?type=3,Timeline Photos,2,55,4,3/28/2016 15:31,
77,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_906123756175660,12:20:00 PM,photo,111103359011041_906123756175660,大量使用片語才是老外真正的說話方式↓「年復一年」- Year In And Year Out↓https://www.hopenglish.com/year-in-year-out那麼 day in and day out 又是什麼意思呢？大家來猜猜看 B|,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/906123756175660/?type=3,Timeline Photos,4,55,11,3/17/2016 22:09,
128,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_898414240279945,12:20:00 PM,photo,111103359011041_898414240279945,大量使用片語才是老外真正的說話方式↓「嘲笑」- Laugh At↓https://www.hopenglish.com/laugh-at關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/898414240279945/?type=3,Timeline Photos,1,55,6,3/7/2016 17:28,
16,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_916852348436134,12:20:01 PM,photo,111103359011041_916852348436134,大量使用片語才是老外真正的說話方式↓「償清債務」- Pay Off↓https://www.hopenglish.com/pay-off-2關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/916852348436134/?type=3,Timeline Photos,1,54,9,3/29/2016 9:28,
87,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_904562079665161,9:19:55 AM,photo,111103359011041_904562079665161,各位學英文的朋友早安：)「要求」- Call For↓https://www.hopenglish.com/call-for-3關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/904562079665161/?type=3,Timeline Photos,2,54,5,3/15/2016 19:41,
99,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_902602343194468,7:58:00 PM,link,111103359011041_902602343194468,【時事英文】最近當紅的新聞就是電腦似乎要取代人腦啦~~ 😱😱😱 以前圍棋界由人類稱霸...現在...電腦已經連贏2場啦！！再贏1次人類就輸了！~ 😭😭 (by #安小編)#下一位誰來挑戰 #棋王崩潰啦 #精選影片,shared_story,https://www.hopenglish.com/google-software-defeats-human-go-champion,「電腦即將取代人類？圍棋王對決 AlphaGo 連敗兩局」- Google Software Defeats Human 'Go' Champion,0,52,11,3/11/2016 20:54,
122,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_896563560465013,4:30:00 PM,link,111103359011041_896563560465013,📣【學員心得分享】📣記得第一堂課看到要把看到的句子打出來時，又驚訝又覺得不可能，於是我的第一堂課硬生生地花了將近2個小時才做完，不過這是督促我每天都至少要上一堂課的動力，聽不懂就一直聽。開始我會去試著聽懂每個字，最初可能重複聽上5次漸漸地減少次數，大概到15堂課的時候我發現我開始聽得懂TED的內容，不知不覺地開始用英文寫日記，和朋友聊天時會用英文打字，甚至敢自己和外國人交談，於是在30堂結束後，下定決心繼續買了120堂課，藉此鞭策自己在半年之內達到目標。#喜歡就按讚👍 #認同請分享💪►持續攻其不背，讓你英文不再弱弱(low low)的！ ✨ ✨ ✨,shared_story,http://smilefly0214.pixnet.net/blog/post/42830562,"攻其不背 About ""Hopenglish""",0,52,4,,
49,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_911011039020265,7:58:00 PM,link,111103359011041_911011039020265,【時事英文】果粉看過來！3/21蘋果最新發表會來啦！你知道iPhone是愈來愈大？還是愈來愈小支呢？答案就在影片中！(by #安小編)#iPhoneSE #還有夜間模式半夜滑滑不傷眼 #精選影片,shared_story,https://www.hopenglish.com/heres-everything-apple-announced-today,「3 分鐘帶你看完 Apple 發表會重點 」- Here's Everything Apple Announced Today,2,51,8,3/23/2016 21:25,
57,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_906079046180131,7:58:00 PM,link,111103359011041_906079046180131,【商場必備技能】不論是升學、找實習或找工作，相信各位一定會有機會碰到要寫英文推薦信的經驗相較於中文的推薦信，英文推薦信是有很多「眉角」的！別再以為中翻英就好了！(...by #蓋小編)#輕鬆寫出滿分推薦信 #馬上脫穎而出 #精選影片★設定搶先看，讓英文持續攻其不背★快一起來看看如何寫吧↓↓↓,shared_story,https://www.hopenglish.com/how-to-write-a-letter-of-recommendation,「英文推薦信怎麼寫？」- How to Write a Letter of Recommendation,0,50,26,3/20/2016 19:58,
43,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_911808598940509,12:20:01 PM,photo,111103359011041_911808598940509,大量使用片語才是老外真正的說話方式↓「有貨、可以買到」- Come In↓https://www.hopenglish.com/come-in-5關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/911808598940509/?type=3,Timeline Photos,2,49,4,3/25/2016 9:36,
3,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_920082898113079,7:58:01 PM,link,111103359011041_920082898113079,【學英文長知識】原來表情符號在不同系統間竟然會「突變」😱😱 而且看起來差很大😹😹但小編私心很喜歡Android 的那坨黃色果凍💩💩 (by #學海無編)#精選影片,shared_story,https://www.hopenglish.com/lost-in-translation,「眼見不一定為憑...表情符號也會『突變』？！」- Lost in Translation,0,48,6,3/31/2016 19:58,
131,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_898441153610587,7:58:01 PM,link,111103359011041_898441153610587,美國總統參選人川普爭議不斷，沒想到也在熱門美劇《權力遊戲》（Game of Thrones）中尬一角，快來看看！！究竟川普說了什麼驚人之語~~😤😤😤  (by #安小編)#我想做個好人 #百分之百認同我的才是人民 #精選影片,shared_story,https://www.hopenglish.com/winter-is-trumping,「川普不選總統跑去演《權力遊戲》了？！」- Winter Is Trumping,1,48,7,3/4/2016 23:24,
7,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_919056084882427,7:58:00 PM,link,111103359011041_919056084882427,【你適合哪種車】每一台車都有他獨特的個性，而你適合哪種呢？小編超喜歡C-Class的～各位呢？(...by #法力無編)#MercedesBenz #看廣告學英文 #精選影片★設定搶先看，讓英文持續攻其不背★快一起來看看吧↓↓↓,shared_story,https://www.hopenglish.com/inspiration,「Mercedes-Benz：不凡態度」- Inspiration,0,47,6,3/30/2016 19:58,
9,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_918714504916585,9:18:58 AM,photo,111103359011041_918714504916585,位學英文的朋友早安：)「合理、可行」- Make Sense↓https://www.hopenglish.com/make-sense-4關注希平方，天天學到超實用片語,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/918714504916585/?type=3,Timeline Photos,1,47,5,3/31/2016 14:30,
23,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_913876355400400,9:20:01 AM,photo,111103359011041_913876355400400,各位學英文的朋友早安：)「暫時擱置某事」- Put Something On Hold↓https://www.hopenglish.com/put-something-on-hold關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/913876355400400/?type=3,Timeline Photos,1,47,4,3/28/2016 15:30,
38,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_912447242209978,4:48:11 AM,status,111103359011041_912447242209978,［系統公告］系統升級完畢！歡迎大家回來上課！希平方工程團隊敬上,mobile_status_update,,,0,47,,3/24/2016 4:48,
50,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_910817675706268,12:20:00 PM,photo,111103359011041_910817675706268,大量使用片語才是老外真正的說話方式↓「顯眼、突出」- Stand Out↓https://www.hopenglish.com/stand-out-7關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/910817675706268/?type=3,Timeline Photos,1,47,3,3/22/2016 19:14,
53,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_910225889098780,7:59:00 PM,link,111103359011041_910225889098780,【趣味廣告】芝麻街超夯角色「餅乾怪獸」跨界演出蘋果 6s 最新廣告!!!快來看看Siri到底說了什麼讓餅乾怪獸氣到搥桌吧~ 😂😂😂  (by #學海無編）#烤餅乾的時候不能沒有Siri #iPhone6s  #精選影片,shared_story,https://www.hopenglish.com/iphone-6s-timer,「iPhone 6s 廣告：餅乾怪獸出一張嘴篇」- iPhone 6s: Timer,0,47,4,3/21/2016 20:55,
100,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_901982276589808,12:20:00 PM,photo,111103359011041_901982276589808,大量使用片語才是老外真正的說話方式↓「使某人失望」- Let Someone Down↓https://www.hopenglish.com/let-someone-down-2關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/901982276589808/?type=3,Timeline Photos,2,47,6,3/16/2016 9:02,
18,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_916721785115857,9:20:00 AM,photo,111103359011041_916721785115857,各位學英文的朋友早安：)「不可能的事」- Pigs Might Fly↓https://www.hopenglish.com/pigs-might-fly關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/916721785115857/?type=3,Timeline Photos,1,46,6,3/30/2016 12:09,
34,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_910788099042559,9:30:00 PM,link,111103359011041_910788099042559,📣【學員心得分享】📣大約上完100堂之後，因為工作的關係，需到美國去出差一趟，在美國的那兩周，每天生活在英語環境中，之前上課顯著的效果讓我大吃一驚，尤其是自己在語感上的掌握比之前更上一層樓，記不住的單字或是片語雖然自己不熟無法使用，但是從老外口中聽到自己不熟悉，但是在課程中某個情境學過的生字或片語，能夠精準的掌握對方的用字及語氣的深度，讓我非常有信心可以再繼續練習下去。#喜歡就按讚👍 #認同請分享💪►持續攻其不背，讓你英文不再弱弱(low low)的！ ✨ ✨ ✨,shared_story,http://edward711.blogspot.tw/2016/01/blog-post.html,Personal random note: 使用攻其不背--在外商公司如魚得水,1,46,2,3/25/2016 17:39,
36,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_911810192273683,12:20:00 PM,photo,111103359011041_911810192273683,大量使用片語才是老外真正的說話方式↓「被使用」- In Use↓https://www.hopenglish.com/in-use-2關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/911810192273683/?type=3,Timeline Photos,2,46,6,3/25/2016 20:15,
74,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_906842939437075,9:20:17 AM,photo,111103359011041_906842939437075,各位學英文的朋友早安：)「取決於」- Depend On↓https://www.hopenglish.com/depend-on-7關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/906842939437075/?type=3,Timeline Photos,2,46,4,3/17/2016 22:09,
37,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_911808985607137,9:20:00 AM,photo,111103359011041_911808985607137,各位學英文的朋友早安：)「因此、結果」- As A Result↓https://www.hopenglish.com/as-a-result-4關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/911808985607137/?type=3,Timeline Photos,0,45,5,3/24/2016 9:20,
54,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_910075632447139,12:20:01 PM,photo,111103359011041_910075632447139,大量使用片語才是老外真正的說話方式↓「到目前為止」- So Far↓https://www.hopenglish.com/so-far-4關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/910075632447139/?type=3,Timeline Photos,1,45,4,3/24/2016 9:16,
73,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_906990546088981,12:22:01 PM,photo,111103359011041_906990546088981,大量使用片語才是老外真正的說話方式↓「由於、幸虧」- Thanks To↓https://www.hopenglish.com/thanks-to-2關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/906990546088981/?type=3,Timeline Photos,2,45,7,3/21/2016 16:57,
133,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_898259480295421,9:20:00 AM,photo,111103359011041_898259480295421,各位學英文的朋友早安：)「順道拜訪一下」- Swing By↓https://www.hopenglish.com/swing-by關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/898259480295421/?type=3,Timeline Photos,2,45,5,3/8/2016 1:37,
20,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_911725885615447,7:58:00 PM,link,111103359011041_911725885615447,【開趴啦!!!】週末的夜晚，就是要開趴啊!!不然要幹嘛?不然要幹嘛?不然要幹嘛?一起動手做做簡單的甜點，讓你的週末夜晚更不一樣！(...by #蓋小編)#簡單食材 #蹦出好滋味 #甜點控不要錯過 #精選影片★設定搶先看，讓英文持續攻其不背★快一起來看看如何做吧↓↓↓,shared_story,https://www.hopenglish.com/new-years-eve-party-food-ideas,「派對小點心輕鬆做！」,0,44,8,3/27/2016 19:58,
42,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_911952855592750,7:58:01 PM,link,111103359011041_911952855592750,【甜點新選擇】小編看完這部影片決定明天的下午茶就吃這個了!!!原來輕輕鬆鬆就可以變出健康又好吃的甜點 😍😍😍#食材隨手可得 #做一份甜點不用一分鐘 #精選影片★設定搶先看，讓英文持續攻其不背★快一起來動手做點甜吧↓↓↓,shared_story,https://www.hopenglish.com/healthier-100-calorie-snacks,「愛吃甜食不怕胖！低卡小點心輕鬆做」- Healthier 100-Calorie Snacks,0,44,10,3/23/2016 19:58,
45,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_911485678972801,5:02:51 AM,status,111103359011041_911485678972801,［系統公告］系統維護完畢！歡迎大家回來上課！希平方工程團隊敬上,mobile_status_update,,,0,44,,3/23/2016 5:02,
113,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_900807756707260,7:59:00 PM,link,111103359011041_900807756707260,今天你有發現 Google 首頁不太一樣嗎？把 play 按下去後聽得懂嗎？第一手翻譯在這裡！快來看看~~ 🎉🎉🎉 (by #希小編)#OneDayIWill #Google塗鴉 #精選影片,shared_story,https://www.hopenglish.com/international-womens-day-2016,「Google 陪妳歡慶婦女節 #OneDayIWill」- International Women's Day 2016,0,44,8,3/8/2016 19:59,
121,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_897164463738256,7:58:00 PM,link,111103359011041_897164463738256,【週末輕鬆一下】嘿嘿(￣▽￣)你以為這只是普通的小魔術嗎？那可就大錯特錯啦！(...by #蓋小編)#我媽問我為什麼要跪著看 #已佩服 #已崇拜 #精選影片★設定搶先看，讓英文持續攻其不背★快一起來看看這神奇的魔術吧↓↓↓,shared_story,https://www.hopenglish.com/mat-franco-makes-a-magical-return,「冠軍魔術師要你目瞪口呆！」,0,44,11,3/6/2016 19:58,
126,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_898449306943105,7:58:00 PM,link,111103359011041_898449306943105,【看影片學英文】把北極帶回家！從夏天吃的冰淇淋，到冬天吃的火鍋料，冰箱的發明實在是太偉大啦👍👍讓我們抱著感激的心情來看看冰箱的故事吧！🎶🎶🎶（by #學海無編）#孕育生命的偉大發明 #冰箱的秘密 #精選影片,shared_story,https://www.hopenglish.com/the-story-of-frozen-food,「冷凍食物二三事」- The Story of Frozen Food,0,44,8,3/5/2016 19:58,
51,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_910712255716810,9:23:01 AM,photo,111103359011041_910712255716810,各位學英文的朋友早安：)「徹底地做某事」- Go The Whole Hog↓https://www.hopenglish.com/go-the-whole-hog關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/910712255716810/?type=3,Timeline Photos,1,43,2,3/24/2016 9:15,
83,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_905309172923785,9:19:57 AM,photo,111103359011041_905309172923785,各位學英文的朋友早安：)「取決於」- Up To↓https://www.hopenglish.com/up-to-5關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/905309172923785/?type=3,Timeline Photos,2,43,7,3/17/2016 22:14,
97,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_903233473131355,9:20:00 AM,photo,111103359011041_903233473131355,星期六別再賴床啦～打扮一下等等出去玩囉<3「精心打扮」- Dress Up↓https://www.hopenglish.com/dress-up-3關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/903233473131355/?type=3,Timeline Photos,1,43,4,3/15/2016 19:44,
114,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_900654866722549,12:20:00 PM,photo,111103359011041_900654866722549,各位學英文的朋友午安～「真的、屬實」- Straight Up↓https://www.hopenglish.com/straight-up這個片語是英國和澳洲的口語用法喔😉,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/900654866722549/?type=3,Timeline Photos,1,43,1,3/9/2016 22:26,
