流水號,大類別,From,網址,created_time,post_type,postID,post_message,status_type,link,轉貼標題(name),留言數,按讚數,分享數,update_time
176,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1134270903259376,11:52:01 AM,photo,515316421821497_1134270903259376,【午後每日一句】Sometimes you don't need a goal in life， neither do you need to know the big picture. You just need to know what you’re going to do next! 有時候你不需要什麼人生目標，也不需要什麼宏偉計劃，你只需要知道自己下一步應該做什麼。◇通勤還在滑FB看影片？打開VoiceTube App，讓你邊看最新的youtube爆紅影片還能學會字幕中的口語用法！立即下載：▷Android：https://goo.gl/nnGZaV▷iOS：https://goo.gl/WDhm1n圖片來源：https://goo.gl/QuAN3p,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1134270903259376/?type=3,Timeline Photos,6,543,75,3/3/2016 23:07
21,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1153281341358332,7:00:31 PM,link,515316421821497_1153281341358332,中文都是「旅行」，英文單字卻超多？trip， travel， tour， journey， voyage 的差別你都清楚嗎？想要一次弄懂這些單字的差異和用法，這篇文章你不可不讀！http://goo.gl/XyF76d,shared_story,http://goo.gl/XyF76d,【實用英文】中文都是「旅行」，英文單字卻超多？travel,3,541,235,3/30/2016 2:47
1,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1156153641071102,10:30:00 PM,link,515316421821497_1156153641071102,出國講英文總是讓你很害怕嗎？交通路線讓你暈頭轉向？VT教你旅遊英語對話讓你能夠大膽提問出國交通再也不必靠別人！http://goo.gl/1sQtmt,shared_story,http://tw.blog.voicetube.com/2016/03/31/出國交通靠自己！vt教你旅遊英語對話,出國交通靠自己！機場、計程車、火車搭乘對話一次搞定！,4,533,319,4/10/2016 13:20
58,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1146443655375434,1:00:00 PM,link,515316421821497_1146443655375434,憂傷(melancholy)到底是什麼？樂觀(optimistic)、正向(positive)的人真的都不會感到難過嗎？其實，人生有很多面向(aspect)，而有時候堅強(tough)的人，也只是比別人勇敢(brave)一點點而已接受自己的不完美(imperfection)，這才是人生。https://goo.gl/rOsbaZ,shared_story,https://goo.gl/rOsbaZ,人生的意義：擁抱自己的憂傷 (On Feeling Melancholy),2,520,248,3/22/2016 20:26
36,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1150278161658650,9:00:01 PM,link,515316421821497_1150278161658650,春假想抓緊機會出國玩一下？暑假安排了計畫旅遊？如果擔心自己面對海關的質問啞口無言這邊準備了機場常用的英文單字與短句讓你拖著行李箱的身影再瀟灑一點：,shared_story,http://goo.gl/7zgUWa,【旅遊英文】機場通關難不倒你！實用對話單字讓你輕鬆過關！,1,501,284,3/25/2016 21:08
123,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1138177759535357,9:00:01 PM,link,515316421821497_1138177759535357,常常聽到同事 (或是自己在內心) 中哀嘆「工作很多，loading 很重」嗎？這樣講其實不對唷！除了工作量以外，VT小編還要告訴你其他台灣人常常掛在嘴邊，但其實是錯誤的英文：,shared_story,http://goo.gl/OVLfhz,【易混淆】老闆增加我的工作量，說「loading好重」是錯的！喝湯竟然也不是「Drink soup」？,5,492,179,3/13/2016 5:46
170,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1134490169904116,9:00:00 PM,link,515316421821497_1134490169904116,你看過丹麥女孩了嗎？你喜歡丹麥女孩嗎？讓我們藉由丹麥女孩學習到更多、更廣的生活用語！http://goo.gl/kVFSkC,shared_story,http://goo.gl/kVFSkC,你喜歡丹麥女孩嗎？,7,489,79,3/4/2016 15:00
142,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1137616402924826,7:00:00 PM,link,515316421821497_1137616402924826,如果一句話來形容自己的交友圈，你會怎麼說呢？朋友分很多種，閨密、酒肉朋友的英文到底怎麼講？趕快來看看以下十二個種類，順便 tag 你的朋友告訴他/她！http://goo.gl/FUpKpQ,shared_story,http://goo.gl/FUpKpQ,【實用英文】好朋友是 bff 、兄弟是 buddy 、那閨蜜呢？酒肉朋友難道是 wine meat friend? 十二種你必須知道的朋友關係，全部整理給你！,2,481,254,3/10/2016 16:56
19,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1153662391320227,11:50:00 AM,photo,515316421821497_1153662391320227,【午後每日一句】When someone says “you’ve changed”， it simply means you’ve stopped living your life his or her way.如果有人說「你變了」，告訴他你只是活出自我，不再照他的方式生活。◇通勤還在滑FB看影片？打開VoiceTube App，讓你邊看最新的youtube爆紅影片還能學會字幕中的口語用法！立即下載：▷Android：https://goo.gl/frbcBA▷iOS：https://goo.gl/XEsLBx◇圖片來源：https://goo.gl/Tvbfmp,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1153662391320227/?type=3,Timeline Photos,4,480,58,3/30/2016 13:38
67,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1144329262253540,9:00:01 PM,link,515316421821497_1144329262253540,你以為最紅的英文歌還是愛黛兒的 Hello 嗎？天后蕾哈娜帶著她全新主打 Work 直奔排行榜第一名愛黛兒繼 Hello 之後，也推出第二波主打歌啦今天 VT 教你從四首美國告示牌排行榜超夯歌曲學單字、片語、慣用語！讓你知道學英文也可以是一件很潮的事情！http://goo.gl/jyXSiE,shared_story,http://goo.gl/jyXSiE,最紅的英文歌早就不是 Hello！從最新四首美國告示牌排行榜超夯英文歌學英文！,6,475,144,3/21/2016 14:47
141,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1137058196313980,9:00:01 PM,link,515316421821497_1137058196313980,【英文文法】你覺得英文的被動式文法很困難嗎？老是搞不清楚主動 / 被動差在哪？其實被動式的文法超 easy只要掌握一個原則就能簡單征服文法被動式！文末還有更多文法小秘訣偷偷告訴你呦！http://goo.gl/qqDDgr,shared_story,http://goo.gl/qqDDgr,【英文文法】征服文法「被動式」，一個原則完全掌握！,3,471,265,3/9/2016 10:28
54,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1146949378658195,9:00:00 PM,link,515316421821497_1146949378658195,還在苦苦對照著中文背單字嗎？快試試字首單字法！字首 “en” 總整理只要邏輯性思考字首與單字的關係就能輕鬆串聯 30 個高頻單字瞬間提升單字量！>>http://goo.gl/kbvM4y,shared_story,http://goo.gl/kbvM4y,字首 “en” 總整理，輕鬆搞定 30 個高頻單字！,1,461,293,3/23/2016 19:08
37,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1149299578423175,7:00:01 PM,link,515316421821497_1149299578423175,如何用英文輕輕鬆鬆點出一杯自己想要的星巴克？另外，為何星巴克員工老是會寫錯客人的名字？有沒有可能…..他們根本是故意的呢？今天教你用英文點一杯咖啡到國外咖啡廳就可以更加愜意優雅啦：,shared_story,http://goo.gl/vRZn64,【必學】整個世界都是我的咖啡館，學用英文點一杯星巴克吧！,3,459,199,3/27/2016 13:04
91,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1142969995722800,9:00:00 PM,link,515316421821497_1142969995722800,每次要稱讚各種人事物時腦袋中只想到 good job ?還是每當外國人其實在稱讚你時你還在想他到底在講什麼？快把這幾個常用的稱讚講法學起來吧！http://goo.gl/Dvwgkd,shared_story,http://goo.gl/Dvwgkd,【實用英文】只會講 good job？那好像有點 bad job 欸！學會這50種英文的稱讚講法讓你對話更豐富！,2,459,244,3/17/2016 17:10
48,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1148335385186261,9:00:00 PM,link,515316421821497_1148335385186261,台灣人最容易犯的寫作錯誤：1.講不停的不間斷句2.斷手斷腳不完整句3.單數複數分不清楚句4.冗詞贅字擠不下句5.搭配詞亂組合句這些都是因為我們往往習慣用中文思考英文！寫作雖然困難，但只要改善這5個基本錯誤你就能讓文章程度大幅提昇！http://goo.gl/AGDAKI,shared_story,http://goo.gl/AGDAKI,【英文技巧】英文寫作超容易犯的五個錯誤，你中了幾個呢？,0,456,308,3/23/2016 21:00
136,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1138147089538424,7:00:00 PM,link,515316421821497_1138147089538424,【英文片語】別再說 get into the bus 或 open the light了台灣人常說上車下車、開燈關燈那換成英文要怎麼說呢讓 VT 教你正確的英文用法http://goo.gl/T2eqCC,shared_story,http://goo.gl/T2eqCC,你常說 ‘‘get into the train” 嗎？台灣人容易搞錯的 on / off 片語！,7,453,222,3/10/2016 14:28
148,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1137167306303069,9:00:00 PM,link,515316421821497_1137167306303069,「工欲善其事，必先利其器。」雖然這是一句有點老套的話，但用在語言學習上可是千真萬確的事實！如果「學英文」是工，那最重要的利器就是「字典」啦！http://goo.gl/iLP2i9,shared_story,http://goo.gl/iLP2i9,【推薦】學好英文首先要有好工具！VT 精選超方便實用的字典 app，隨時學習生字無障礙！,2,448,225,3/8/2016 6:56
184,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1133075570045576,9:00:00 PM,link,515316421821497_1133075570045576,相信大家都看過「慾望城市」這部經典美劇劇中的凱莉及其他主角們常有許多超棒對話這次我們就幫你整理出最激勵人的 12 句話並挑出超過 30 個實用的單字和片語讓你邊看美劇還能邊學英文！也快來跟我們分享你最喜歡哪一句台詞吧！http://goo.gl/H8Qfn8,shared_story,http://goo.gl/H8Qfn8,【看美劇學英文】從經典美劇「慾望城市」學 12 句英文佳句、超過 30 個實用單字片語！,3,442,221,3/2/2016 12:16
182,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1133662989986834,1:00:00 PM,link,515316421821497_1133662989986834,讓我們閉上眼睛，捫心自問一下(put your hand on your heart)活到現在，人生最大的遺憾(biggest regret)是什麼？沒有跟當初心愛的人(beloved one)說我愛你？子欲養而親不待，錯失了孝順(filial piety)的機會？美國紐約的路旁，有一個大黑板讓大家寫下最後悔的事而這些未了的心願，居然都有個奇妙的共通點(have something in common)........到底是什麼呢？>>https://goo.gl/kn1xdW,shared_story,https://goo.gl/kn1xdW,振奮人心！你人生中最大的遺憾是？(What's Your Biggest Regret? (Nobody Wants To Admit The Worst One Of All)),4,440,130,3/3/2016 18:24
93,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1142834095736390,7:00:00 PM,link,515316421821497_1142834095736390,【實用英文】你很常跟外國人通信嗎？用 Dear 開頭比較好嗎? Mr. Mrs. Ms 還搞不清楚?快來看看 VT 精心彙整的信件格式讓你用英文寫信也不害怕！http://goo.gl/LzskSJ,shared_story,http://goo.gl/LzskSJ,書寫信件、電子郵件很難下筆嗎？信件格式懶人包，讓你寫信一把罩！,1,425,292,3/16/2016 19:09
187,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1133144686705331,6:00:01 PM,link,515316421821497_1133144686705331,#挑戰不按翻譯年糕I enjoy doing math when it's easy.更多影片：https://goo.gl/VAMWe1,shared_story,http://gph.is/21yvZtf,gph.is,24,412,29,3/4/2016 16:38
49,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1147520771934389,7:00:00 PM,link,515316421821497_1147520771934389,【英文口說】除了 I think 跟 I disagree 之外當你想表達意見的時候或是想反駁的時候甚至不想溝通時都可以這樣說.....http://goo.gl/Ep6tK2,shared_story,http://goo.gl/Ep6tK2,碰到以下這三種狀況只會說 “I think”、“I disagree” 嗎？快進來看看超強的英文溝通術！,0,406,175,3/23/2016 19:00
186,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1133123020040831,7:00:00 PM,link,515316421821497_1133123020040831,「深蹲、棒式、橋式 」這些健身動作怎麼說？又要怎麼形容健美的身材？VT幫你整理常用健身、形容身材的相關用詞和對話http://goo.gl/EXu6VU,shared_story,http://goo.gl/EXu6VU,【生活用語】喜歡運動？教你用英文聊健身！,4,403,175,3/5/2016 12:36
112,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1140304992655967,7:00:00 PM,link,515316421821497_1140304992655967,"「肚子餓了」是很日常的生活用語，但當我們想表示「有一點餓」或是「非常餓」怎麼辦？不要再說 ""I'm hungry"" ！學會以下這幾句，讓你的英文更生動 :)http://goo.gl/mo3DZ4",shared_story,http://goo.gl/mo3DZ4,【生活英文】只會說 “I am hungry” 太無聊了！肚子餓的英文說法大公開！,1,392,186,3/14/2016 12:50
86,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1143502519002881,7:00:00 PM,link,515316421821497_1143502519002881,英文寫作如何提升層次？運用詞性轉換就對了retire / migrate / explore / converse / advertise...原來這些詞轉換成名詞都使用了不一樣的「字根」，快來看看這些轉換術！http://goo.gl/RdEiKj,shared_story,http://goo.gl/RdEiKj,【實用文法】字根的魔法：教你怎麼把「動詞」變「名詞」！,2,389,259,3/19/2016 20:48
3,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1155944341092032,7:00:00 PM,link,515316421821497_1155944341092032,想省錢，又想玩的道地？你可以試試 couchsurfing免費住進別人家，還要幫忙顧寵物？難得的管家住宿體驗趕不上夜班車想找個地方歇息？那就住進日本最夯的...http://goo.gl/psmiqm,shared_story,http://goo.gl/psmiqm,【旅遊英文】一個人的旅行除了青年旅館，你還有其他超酷住宿選擇！,1,386,122,4/7/2016 9:53
46,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1143607028992430,1:00:00 PM,link,515316421821497_1143607028992430,一份完美的履歷(resume)可以展現個人特色(features)，到底怎麼寫履歷才人讓主管眼睛一亮？怎樣的故事才夠吸引人(attracting)？這部影片推薦你八個履歷撰寫技巧(writing skills)，讓你贏在職場(career)的第一步http://goo.gl/rgGqaL,shared_story,http://goo.gl/rgGqaL,求職面試技巧 - 如何撰寫一份優良的履歷 (Job Interview Skills – 09 tips to write an effective Job resume.),3,377,265,3/25/2016 17:34
96,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1142835782402888,1:00:00 PM,link,515316421821497_1142835782402888,沒有自信(lack of confidence)大概是現今很多人的通病，這其實不是你的錯(not your fault)！缺乏自信居然跟從前人類的習性(habit)有關、甚至是學校父母都可能是幫兇(accessory)？找出你沒信心的原因(reason)，改頭換面從現在開始！https://goo.gl/oYBYGk,shared_story,https://goo.gl/oYBYGk,什麼是自信？為什麼我們容易失去自信？ (Confidence),4,369,169,3/18/2016 1:02
177,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1133789933307473,9:00:00 PM,link,515316421821497_1133789933307473,每次用英文形容自己或別人的體態時，總是詞窮？永遠都只擠得出 thin 跟 fat 兩個字？今天 VT 幫大家整理出五種分類、概括各種不同身材的英文你是屬於那個類型咧？http://goo.gl/DzI9g1,shared_story,http://goo.gl/DzI9g1,你是骨感美、微肉風、還是健美款？身材的英文形容詞總整理，不要再說 thin 跟 fat 啦！,3,368,212,3/3/2016 21:29
185,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1133207630032370,8:00:00 PM,link,515316421821497_1133207630032370,李奧納多苦熬20多年，終於獲得奧斯卡的肯定啦！眾人引頸期盼他的得獎感言，而他也在這短短的演說裡面帶出了他最在意的議題........#奧斯卡 #LeonardoDicaprio,shared_story,https://goo.gl/ZwTCPf,李奧納多終於贏得奧斯卡了！來聽聽他的得獎感言 (Leonardo DiCaprio Finally WIns! Oscars 2016 Acceptance Speech),5,368,78,3/2/2016 12:18
135,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1138170799536053,9:00:00 PM,link,515316421821497_1138170799536053,及物不及物...完全及物不完全不及物...這些文法聽起來好複雜，一想到就頭痛除了死背，還有什麼方法能夠聰明學文法？就讓這篇文章告訴你！點我看文章---> http://goo.gl/J4EWBi,shared_story,http://goo.gl/J4EWBi,【實用英文】字典上的 vi. 跟 vt. 到底是什麼意思？搞懂哪些動詞後面要加受詞，及物、不及物動詞一點也不難！,2,367,279,3/10/2016 13:19
31,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1151208868232246,9:00:01 PM,link,515316421821497_1151208868232246,拜日前柯P的貢獻所賜許多人開始知道umbilicus 是肚臍的意思那到底身體其他的奇怪部位像腋下、鬢角等要怎麼講呢........,shared_story,http://goo.gl/lnMMsa,umbilicus 是肚臍！那腋毛、鬢角的英文怎麼講？課本沒教的身體部位的英文整理,3,361,192,3/27/2016 15:20
81,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1144257818927351,5:00:00 PM,link,515316421821497_1144257818927351,#挑戰不按翻譯年糕Life always gets me like Spiderman...更多影片：https://goo.gl/GpKHYt,shared_story,https://media.giphy.com/media/l2JJFwL6tr2dvmcG4/giphy.gif,media.giphy.com,20,358,42,3/19/2016 14:04
10,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1155264001160066,7:00:01 PM,link,515316421821497_1155264001160066,【你真的搞清楚了嗎？】angel 和 angle 哪個是「天使」？desert 和 dessert 哪個是「甜點」？英文有許多長得超級像的單字但是其實意思完完全全不一樣！幫你整理 8 組超常見的長超像的易混淆單字http://goo.gl/C9lqep,shared_story,http://goo.gl/C9lqep,super 和 supper 不一樣？差一點就差很多！8 組長超像的易混淆單字！,3,350,165,3/31/2016 17:41
100,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1141521545867645,7:00:00 PM,link,515316421821497_1141521545867645,在國外人生地不熟，最方便的莫過於搭計程車靠邊停、下個路口左轉，這些英文怎麼說呢？馬上把實用語句學起來，讓你暢遊開心無障礙http://goo.gl/8V0J54,shared_story,http://goo.gl/8V0J54,【實用推薦】靠邊停、不用找錢的英文怎麼講？國外旅遊必備，搭計程車實用英語！,1,336,178,3/16/2016 12:46
147,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1137130326306767,9:00:00 PM,link,515316421821497_1137130326306767,你一定知道 cat 小時候叫 kitten那你知道小象、小獅子叫什麼嗎？鴨嘴獸、雪貂、夜鷺的英文又要怎麼講？快來學學這些動物們與牠們小時候的名字吧！http://goo.gl/AN2yFe,shared_story,http://goo.gl/AN2yFe,【動物英文】也許你知道很多動物的名字，但你知道他們小時候叫什麼嗎？動物英文大集合！,1,329,212,3/9/2016 12:00
6,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1156032304416569,1:00:00 PM,link,515316421821497_1156032304416569,隨著紙本書籍越來越少，現在人也習慣了用線上字典查單字，不過，可別急著丟掉厚重 (thick) 的字典，它也可以是累積 (accumulate) 字彙的好幫手，丟掉單字本，靈活運用字典讓你事半功倍 (spend less effort while achieving more)https://goo.gl/hOl4TY,shared_story,https://goo.gl/hOl4TY,【學習技巧】如何使用字典來建立你的詞彙量！ (How to use your dictionary to build your vocabulary),0,327,144,3/31/2016 13:00
80,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1138229142863552,7:00:00 PM,link,515316421821497_1138229142863552,eyes， nose， mouth，這些都是小學生單字但大家有想過更細微的臉部英文該怎麼說嗎？耳垂、雙眼皮、痣、酒窩……這些日常生活中超常用到的字到底怎麼講？學起來在英文對話中就不會因為這些小部位不會講而卡住，寫作方面也可以更生動的描寫人物的臉部特徵，太一舉兩得啦：http://goo.gl/pTGT8N,shared_story,http://goo.gl/pTGT8N,【生活實用】雙眼皮、痣、耳垂你會說嗎？容易被忽略卻超實用的臉部英文報你知！,2,327,185,3/19/2016 10:34
44,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1149254548427678,5:00:00 PM,link,515316421821497_1149254548427678,#挑戰不按翻譯年糕 No...not that question... JUST. DON'T. *tears*更多有趣影片---> http://goo.gl/imvcnH,shared_story,https://media.giphy.com/media/6AaB96ZVrUN0I/giphy.gif,media.giphy.com,12,319,60,3/26/2016 4:15
32,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1151167958236337,7:00:01 PM,link,515316421821497_1151167958236337,喜歡 VT【午後每日一句】的唯美英文佳句嗎？這次我們幫你整理好15句激勵人心的英文佳句不論你是想要尋找生命的意義、成功的動力、愛情的寄託希望大家都可以把這15句學起來或許你就可以找到你的英文座右銘！,shared_story,http://goo.gl/w8kM5Y,【英文座右銘】你的英文座右銘是什麼？15句英文座右銘激勵你的每一天！,2,317,134,3/26/2016 23:28
178,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1133775516642248,8:00:00 PM,link,515316421821497_1133775516642248,登登登，這禮拜 VoiceTube 每日口說挑戰請到知名 YouTuber 阿滴英文來擔任特別主持人！Ｑ：什麼是「每日口說挑戰」？Ａ：「每日口說挑戰」從影片中精選了一句英文，讓你可以聆聽專業主持人對於整句話發音、語調等詳細解說，並有「錄音功能」，讓你可以錄下自己的發音，除了能反覆檢討與修正，更可以上傳檔案、與大家分享你的進步！快來聽聽阿滴為你解說今天的這句英文，和我們一起累積口說實力吧！,shared_story,https://goo.gl/iwXp8T,每日口說挑戰 Pronunciation Challenge,3,314,42,3/4/2016 10:19
85,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1143643635655436,9:00:01 PM,link,515316421821497_1143643635655436,迪士尼動畫最新力作《Zootopia》感動鉅獻，你進電影院了嗎？今天小編要透過近期的迪士尼電影主題曲，讓大家不但輕鬆哼唱學英語，又可以回顧賺人熱淚的 Elsa 和 Baymax！http://goo.gl/2VXe39,shared_story,http://goo.gl/2VXe39,【聽音樂學英語】從五大 Disney 動畫電影主題曲學英語，讓你不只會說 “let it go” ！,0,309,136,3/17/2016 21:00
79,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1142266499126483,9:00:02 PM,link,515316421821497_1142266499126483,在 YouTube 或 Spotify 找音樂聽，總是會看到 acoustic， cover， feat. 等字眼，還有 alternative， EDM 到底是什麼風格的音樂?VoiceTube 這次為你整理了所有常見的音樂類型，以及相關的英文用語，且精心挑選各類別的代表作，讓你享受音樂之餘，還能輕鬆學會實用的音樂英文！,shared_story,http://goo.gl/2L17q9,【實用音樂英文】Alternative,1,307,116,3/18/2016 22:54
55,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1147392711947195,7:00:00 PM,link,515316421821497_1147392711947195,又進入求職季，你都準備好了嗎？想要進外商公司？出國工作？但描述社團經驗時，卻講不出英文職稱？別再出糗，趕快把以下資訊都打包帶走！http://goo.gl/z9dm2C,shared_story,http://goo.gl/z9dm2C,【求職推薦】公關、活動、秘書部長怎麼說？英文履歷必備，所有社團幹部名稱都在這裡！,1,307,161,3/23/2016 7:09
129,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1138313896188410,9:00:00 PM,link,515316421821497_1138313896188410,自己練習英文覺得累嗎？VT精選五款語言交換、交友APP找到志同道合的好夥伴讓你以後不再無聊！http://goo.gl/wXdOzz,shared_story,http://goo.gl/wXdOzz,想認識外國朋友來練英文嗎？五款交友app讓你英語能力大躍進！,3,306,173,3/14/2016 12:47
20,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1151168201569646,9:00:01 PM,link,515316421821497_1151168201569646,在職場中每個人有溝通不良的經驗把商業信件寫好是掌握工作的第一事項！撰寫英文商用 email 大忌：1 嘮叨、冗言贅字2 過度情緒化3 姿態過低4 用語太過口語5 開頭、結尾稱謂不適當你中了以上的項目嗎？到底要怎麼樣有效率地使用商業信件溝通？來看看這幾個原則：http://goo.gl/3SRi3e,shared_story,http://goo.gl/3SRi3e,你的英文商業email寫對了嗎？避開這些超糗錯誤，增加溝通效率！,3,298,142,3/29/2016 11:26
8,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1155185567834576,10:30:00 PM,link,515316421821497_1155185567834576,生活中有很多受傷的時刻不管是跌倒、割傷、扭到都是難以避免最麻煩的是人在國外，不知道如何開口！趕快來看VT 幫大家整理的傷痛懶人包讓你對症下藥沒煩惱！http://goo.gl/gc32FK,shared_story,http://goo.gl/gc32FK,【實用英文】傷在心裡口難開？瘀青、扭傷、經痛的英文怎麼說？讓 VT 來幫助你對症下藥！,3,291,148,3/31/2016 17:14
111,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1139280686091731,9:00:00 PM,link,515316421821497_1139280686091731,你知道其實很多動詞變成分詞後竟然就會成為我們經常使用的形容詞但這些分詞到底應該怎麼使用？看完這篇文章就能秒懂分詞形容詞文末還有小測驗讓你測試自己學會了多少！http://goo.gl/gTCyNx,shared_story,http://goo.gl/gTCyNx,什麼？動詞竟然也可以變成形容詞！幫你整理 25 組超常見分詞形容詞！,0,286,185,3/13/2016 21:00
124,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1138135152872951,7:00:00 PM,link,515316421821497_1138135152872951,「不要再閃啦！」「你很雷欸！」這些你每天都在說的話要翻成英文的時候就會感覺卡卡？VT 告訴你這些話的英文該怎麼說！,shared_story,http://goo.gl/orCRwi,「喂不要插隊！」「這CP值高到破表」「不要再宅了好嗎？」你每天都在說的超生活用語大集合！,1,286,122,3/12/2016 8:50
61,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1146518872034579,8:00:00 PM,link,515316421821497_1146518872034579,下面這些，說中你面對英文口說的心聲了嗎？「念單字是沒問題，可是念一長串英文總不知道該在哪停頓，每次都念到快斷氣......」「想練練看長一點的句子！」「一直都想練，但我不知道什麼素材比較適合練口說」「念長句子都只會平平地念，不知道怎麼讓音調高低起伏」「想要讓發音跟影片裡面的英文更像」「英文念得很順真是太迷人了啊啊啊我也要成為那種人！」如果是的話，來讓VoiceTube專業的主持人Kristi，帶著你練「每日口說挑戰」吧！Ｑ：什麼是「每日口說挑戰」？Ａ：「每日口說挑戰」從影片中精選了一句英文，讓你可以聆聽專業主持人對於整句話發音、語調等詳細解說，並有「錄音功能」，讓你可以錄下自己的發音，除了能反覆檢討與修正，更可以上傳檔案、與大家分享你的進步！事不宜遲，現在就來練今天的「每日口說挑戰」：,shared_story,https://goo.gl/xyw7fD,每日口說挑戰 Pronunciation Challenge,5,284,84,3/22/2016 21:33
15,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1154105377942595,7:00:00 PM,link,515316421821497_1154105377942595,無聊時就開始滑臉書？滑到沒新動態了就覺得很空虛？趕快追蹤這七個外國爆笑臉書粉絲專業讓你不無聊又能善用零碎時間學英文！http://goo.gl/iHWSF1,shared_story,http://goo.gl/iHWSF1,【推薦】快追蹤這七個臉書爆笑粉專，讓你歡樂學英文！,4,281,144,3/30/2016 16:17
179,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1133784336641366,7:00:00 PM,link,515316421821497_1133784336641366,【生活英文】台灣天氣千變萬化這幾天也是忽冷忽熱的來應應景從簡單的天氣單字出發學學十個實用的諺語讓你的英文應用也能變化多端http://goo.gl/5MYp0t,shared_story,http://goo.gl/5MYp0t,【生活英文】sun,0,280,149,3/2/2016 19:00
